Browser,Record ID,URL,Title,Visit Count,Hidden,Last Visit Time,Visit Duration (secs),Transition Type
Chrome/Edge,11115,https://ocw.mit.edu/courses/6-829-computer-networks-fall-2002/resources/l3scalingip/,L3ScalingIP.pdf | Computer Networks | Electrical Engineering and Computer Science | MIT OpenCourseWare,2,No,2026-01-22 10:12:36.479802,0.83207,Link
Chrome/Edge,11116,https://ocw.mit.edu/courses/6-829-computer-networks-fall-2002/c6d11b486a590e067ee67fb3b284fc0f_L3ScalingIP.pdf,,1,No,2026-01-22 10:12:28.012478,8.474055,Link
Chrome/Edge,11115,https://ocw.mit.edu/courses/6-829-computer-networks-fall-2002/resources/l3scalingip/,L3ScalingIP.pdf | Computer Networks | Electrical Engineering and Computer Science | MIT OpenCourseWare,2,No,2026-01-22 10:12:23.250839,4.765901,Link
Chrome/Edge,11113,https://ocw.mit.edu/courses/6-829-computer-networks-fall-2002/download/,Resources | Computer Networks | Electrical Engineering and Computer Science | MIT OpenCourseWare,3,No,2026-01-22 10:12:15.296774,7.957845,Link
Chrome/Edge,11112,https://ocw.mit.edu/courses/6-829-computer-networks-fall-2002/download,Resources | Computer Networks | Electrical Engineering and Computer Science | MIT OpenCourseWare,2,No,2026-01-22 10:12:15.296774,0,Link
Chrome/Edge,11114,https://ocw.mit.edu/courses/6-829-computer-networks-fall-2002/,Computer Networks | Electrical Engineering and Computer Science | MIT OpenCourseWare,2,No,2026-01-22 10:11:57.497294,17.805543,Link
Chrome/Edge,11117,https://www.google.com/url?sa=j&url=https%3A%2F%2Fdl.dropbox.com%2Fscl%2Ffi%2Fhya6zqtpn7jjv4va2x02i%2FJob_Details_and_Compensation_Mechanism.zip%3Frlkey%3Drpbhmnk0i7ujyzufncbnwdiak%26st%3D29jpub2o%26dl%3D0&uct=1735136200&usg=Z-fuc-NQR7GryVUVZ3encV-XEDo.&source=editors,,1,No,2026-01-22 09:57:53.375606,16.69433,Link
Chrome/Edge,11118,https://docs.google.com/forms/d/e/1FAIpQLSeYIHFR8wvNua09UTB69uPP_44lEN75t0oOwLwaHVUHh2ieDA/viewform,New Project Cooperation Invitation – Advertising Specialist - Apex Logistics Group (Remote | Part-time),1,No,2026-01-22 09:57:39.206979,57.228939,Link
Chrome/Edge,11120,https://docs.google.com/forms/d/e/1FAIpQLSeYIHFR8wvNua09UTB69uPP_44lEN75t0oOwLwaHVUHh2ieDA/viewform?usp=dialog,New Project Cooperation Invitation – Advertising Specialist - Apex Logistics Group (Remote | Part-time),1,No,2026-01-22 09:57:37.511072,1.698548,Link
Chrome/Edge,11119,https://www.linkedin.com/safety/go?messageThreadUrn=urn%3Ali%3AmessageThreadUrn%3A&url=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLSeYIHFR8wvNua09UTB69uPP_44lEN75t0oOwLwaHVUHh2ieDA%2Fviewform%3Fusp%3Ddialog&trk=flagship-messaging-android&li_theme=light,New Project Cooperation Invitation – Advertising Specialist - Apex Logistics Group (Remote | Part-time),1,No,2026-01-22 09:57:37.511072,0,Link
Chrome/Edge,11121,https://en.wikipedia.org/wiki/James_Bond,James Bond - Wikipedia,1,No,2026-01-22 08:12:11.397027,7.34395,Link
Chrome/Edge,11122,https://eduskillsfoundation.org/internshipreg/internship,AICTE-EduSkills Internship,1,No,2026-01-22 08:06:19.038371,0,Link
Chrome/Edge,11123,https://docs.google.com/forms/d/e/1FAIpQLSdmCG40TUqRUSZJM74Z8iSj462DhKvCO2VR2I_xL4ApW5AnVQ/viewform,Cybersecurity Club – GIET University (GIETU) | 1st Year Orientation!,2,No,2026-01-22 04:04:42.453188,49.53,Link
Chrome/Edge,11126,https://docs.google.com/forms/u/3/d/e/1FAIpQLSdmCG40TUqRUSZJM74Z8iSj462DhKvCO2VR2I_xL4ApW5AnVQ/viewform?usp=send_form,Cybersecurity Club – GIET University (GIETU) | 1st Year Orientation!,2,No,2026-01-22 04:04:41.262663,1.193191,Link
Chrome/Edge,11125,https://docs.google.com/forms/d/e/1FAIpQLSdmCG40TUqRUSZJM74Z8iSj462DhKvCO2VR2I_xL4ApW5AnVQ/viewform?usp=send_form,Cybersecurity Club – GIET University (GIETU) | 1st Year Orientation!,2,No,2026-01-22 04:04:41.262663,0,Link
Chrome/Edge,11124,https://forms.gle/wrbYEKwsU6PPtLdd7,Cybersecurity Club – GIET University (GIETU) | 1st Year Orientation!,2,No,2026-01-22 04:04:41.262663,0,Link
Chrome/Edge,11127,https://www.infosecinstitute.com/skills/learning-paths/digital-forensics-concepts/,Digital Forensics Concepts | Infosec,1,No,2026-01-22 02:26:14.458167,42.5757,Link
Chrome/Edge,11128,https://www.infosecinstitute.com/resources/digital-forensics/,Digital forensics | Infosec,2,No,2026-01-22 02:26:05.456497,6.129313,Link
Chrome/Edge,9749,https://www.infosecinstitute.com/resources/digital-forensics/kali-linux-top-5-tools-for-digital-forensics/,Kali Linux: Top 5 tools for digital forensics | Infosec,2,No,2026-01-22 02:25:59.452680,6.010306,Link
Chrome/Edge,11128,https://www.infosecinstitute.com/resources/digital-forensics/,Digital forensics | Infosec,2,No,2026-01-22 02:25:50.301104,9.158042,Link
Chrome/Edge,11129,https://www.infosecinstitute.com/careers/,Careers at Infosec,1,No,2026-01-22 02:25:27.957926,4.569749,Link
Chrome/Edge,11130,https://www.infosecinstitute.com/,Cybersecurity Training and Certifications | Infosec,1,No,2026-01-22 02:25:15.469002,9.904291,Link
Chrome/Edge,10183,https://github.com/Vatshayan/Network-Intrusion-Detection-Project,GitHub - Vatshayan/Network-Intrusion-Detection-Project: Network Intrusion Detection System Project using Machine Learning with code and Documents,4,No,2026-01-22 01:43:20.254923,24.029207,Reload
Chrome/Edge,11109,https://github.com/Vatshayan/Network-Intrusion-Detection-Project/blob/main/Intrusion_Detection_System_D.ipynb,Network-Intrusion-Detection-Project/Intrusion_Detection_System_D.ipynb at main · Vatshayan/Network-Intrusion-Detection-Project · GitHub,2,No,2026-01-22 01:43:02.011304,18.247916,Link
Chrome/Edge,11109,https://github.com/Vatshayan/Network-Intrusion-Detection-Project/blob/main/Intrusion_Detection_System_D.ipynb,Network-Intrusion-Detection-Project/Intrusion_Detection_System_D.ipynb at main · Vatshayan/Network-Intrusion-Detection-Project · GitHub,2,No,2026-01-22 01:43:01.106329,0.910341,Link
Chrome/Edge,10627,https://tryhackme.com/room/packetsframes,TryHackMe | Packets & Frames,3,No,2026-01-21 17:13:42.344810,52.790672,Link
Chrome/Edge,36,https://tryhackme.com/dashboard,TryHackMe | Dashboard,37,No,2026-01-21 17:13:34.920090,7.427992,Link
Chrome/Edge,2,https://tryhackme.com/,TryHackMe | Cyber Security Training,38,No,2026-01-21 17:13:30.354977,4.567897,Link
Chrome/Edge,11106,https://sist.sathyabama.ac.in/sist_naac/documents/1.3.4/b.e-cse-batchno-269.pdf,b.e-cse-batchno-269.pdf,2,No,2026-01-21 16:41:59.475384,32504.83763,Reload
Chrome/Edge,11107,https://www.kaggle.com/code/essammohamed4320/intrusion-detection-system-with-ml-dl,Intrusion Detection System with ML&DL,7,No,2026-01-21 16:41:57.877831,32506.428968,Reload
Chrome/Edge,10183,https://github.com/Vatshayan/Network-Intrusion-Detection-Project,GitHub - Vatshayan/Network-Intrusion-Detection-Project: Network Intrusion Detection System Project using Machine Learning with code and Documents,4,No,2026-01-21 16:41:57.761284,32463.351973,Reload
Chrome/Edge,11105,https://www.google.com/search?q=intrusion+detection+system+project&oq=intrusion+detection+system+project&gs_lcrp=EgZjaHJvbWUqCQgAEEUYOxiABDIJCAAQRRg7GIAEMgYIARBFGEAyBwgCEAAYgAQyBwgDEAAYgAQyBwgEEAAYgAQyBwgFEAAYgAQyBwgGEAAYgAQyCAgHEAAYFhge0gEINDM0NGowajeoAgCwAgA&sourceid=chrome&ie=UTF-8,intrusion detection system project - Google Search,1,No,2026-01-21 16:41:57.057118,32507.265849,Reload
Chrome/Edge,11106,https://sist.sathyabama.ac.in/sist_naac/documents/1.3.4/b.e-cse-batchno-269.pdf,b.e-cse-batchno-269.pdf,2,No,2026-01-21 16:41:48.528224,13.644323,Link
Chrome/Edge,10183,https://github.com/Vatshayan/Network-Intrusion-Detection-Project,GitHub - Vatshayan/Network-Intrusion-Detection-Project: Network Intrusion Detection System Project using Machine Learning with code and Documents,4,No,2026-01-21 16:41:43.783857,18.391361,Link
Chrome/Edge,11108,https://www.google.com/search?q=intrusion+detection+system+project&oq=&gs_lcrp=EgZjaHJvbWUqCQgAEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMgkIBBBFGDsYwgMyCQgFEEUYOxjCAzIJCAYQRRg7GMIDMgkIBxBFGDsYwgPSAQg5NjFqMGoxNagCCLACAfEFRe4qnBlTyFfxBUXuKpwZU8hX&sourceid=chrome&ie=UTF-8,intrusion detection system project - Google Search,1,No,2026-01-21 16:41:40.056337,22.127489,Generated
Chrome/Edge,8495,https://gdgocgietu.vercel.app/,GDG@GIETU,2,No,2026-01-20 16:36:35.761193,145.328163,Link
Chrome/Edge,10183,https://github.com/Vatshayan/Network-Intrusion-Detection-Project,GitHub - Vatshayan/Network-Intrusion-Detection-Project: Network Intrusion Detection System Project using Machine Learning with code and Documents,4,No,2026-01-20 15:29:21.680924,668.981336,Link
Chrome/Edge,11107,https://www.kaggle.com/code/essammohamed4320/intrusion-detection-system-with-ml-dl,Intrusion Detection System with ML&DL,7,No,2026-01-20 15:29:15.980995,674.687777,Link
Chrome/Edge,11106,https://sist.sathyabama.ac.in/sist_naac/documents/1.3.4/b.e-cse-batchno-269.pdf,b.e-cse-batchno-269.pdf,2,No,2026-01-20 15:29:03.773660,686.901188,Link
Chrome/Edge,11105,https://www.google.com/search?q=intrusion+detection+system+project&oq=intrusion+detection+system+project&gs_lcrp=EgZjaHJvbWUqCQgAEEUYOxiABDIJCAAQRRg7GIAEMgYIARBFGEAyBwgCEAAYgAQyBwgDEAAYgAQyBwgEEAAYgAQyBwgFEAAYgAQyBwgGEAAYgAQyCAgHEAAYFhge0gEINDM0NGowajeoAgCwAgA&sourceid=chrome&ie=UTF-8,intrusion detection system project - Google Search,1,No,2026-01-20 15:28:50.990222,699.694045,Generated
Chrome/Edge,1910,https://gietuerp.in/,Login,62,No,2026-01-20 13:34:36.983381,49.667594,Link
Chrome/Edge,10862,https://gietuerp.in/SemesterRegistration/RegistrationPaymentDetails,ERP,11,No,2026-01-20 12:47:01.454551,5.677878,Link
Chrome/Edge,1908,https://gietuerp.in/StudentDashboard/Index,ERP,83,No,2026-01-20 12:46:58.608573,2.850352,Form Submit
Chrome/Edge,1910,https://gietuerp.in/,Login,62,No,2026-01-20 12:46:52.964690,5.663884,Link
Chrome/Edge,11090,https://docs.google.com/forms/u/3/d/e/1FAIpQLSfSAHE2cjNfV8WEVt4HnCTbuMRaqUlg48eLMalXEs52Bpbtgw/formResponse?pli=1,Ashish sir- Feedback Form,1,No,2026-01-20 05:41:21.422848,0,Form Submit
Chrome/Edge,11091,https://docs.google.com/forms/d/e/1FAIpQLSfSAHE2cjNfV8WEVt4HnCTbuMRaqUlg48eLMalXEs52Bpbtgw/viewform?pli=1&fbzx=-6026398518091853357,Ashish sir- Feedback Form,1,No,2026-01-20 05:41:20.565356,0.863293,Link
Chrome/Edge,11092,https://docs.google.com/forms/d/e/1FAIpQLSfSAHE2cjNfV8WEVt4HnCTbuMRaqUlg48eLMalXEs52Bpbtgw/viewform?pli=1,Ashish sir- Feedback Form,1,No,2026-01-20 05:40:07.041178,73.529342,Link
Chrome/Edge,11095,https://docs.google.com/forms/u/3/d/e/1FAIpQLSfSAHE2cjNfV8WEVt4HnCTbuMRaqUlg48eLMalXEs52Bpbtgw/viewform?usp=header&pli=1&authuser=3,Ashish sir- Feedback Form,1,No,2026-01-20 05:40:06.554065,0.497808,Link
Chrome/Edge,11094,https://docs.google.com/forms/d/e/1FAIpQLSfSAHE2cjNfV8WEVt4HnCTbuMRaqUlg48eLMalXEs52Bpbtgw/viewform?usp=header&pli=1&authuser=3,Ashish sir- Feedback Form,1,No,2026-01-20 05:40:06.554065,0,Link
Chrome/Edge,11093,https://accounts.google.com/ServiceLogin?authuser=3&continue=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLSfSAHE2cjNfV8WEVt4HnCTbuMRaqUlg48eLMalXEs52Bpbtgw%2Fviewform%3Fusp%3Dheader&dsh=S1896076181%3A1768887603081639&flowEntry=AccountChooser&flowName=GlifWebSignIn&passive=true&sacu=1&service=wise,Ashish sir- Feedback Form,1,No,2026-01-20 05:40:06.554065,0,Link
Chrome/Edge,11097,https://accounts.google.com/v3/signin/accountchooser?continue=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLSfSAHE2cjNfV8WEVt4HnCTbuMRaqUlg48eLMalXEs52Bpbtgw%2Fviewform%3Fusp%3Dheader&service=wise&flowName=GlifWebSignIn&flowEntry=AccountChooser&dsh=S1896076181%3A1768887603081639,Google Drive: Sign-in,1,No,2026-01-20 05:40:02.741865,3.823539,Link
Chrome/Edge,11096,https://accounts.google.com/AccountChooser?continue=https://docs.google.com/forms/d/e/1FAIpQLSfSAHE2cjNfV8WEVt4HnCTbuMRaqUlg48eLMalXEs52Bpbtgw/viewform?usp%3Dheader&service=wise,Google Drive: Sign-in,1,No,2026-01-20 05:40:02.741865,0,Link
Chrome/Edge,11098,https://docs.google.com/forms/d/e/1FAIpQLSfSAHE2cjNfV8WEVt4HnCTbuMRaqUlg48eLMalXEs52Bpbtgw/viewform,Ashish sir- Feedback Form,1,No,2026-01-20 05:36:42.231123,0,Link
Chrome/Edge,11099,https://docs.google.com/forms/d/e/1FAIpQLSfSAHE2cjNfV8WEVt4HnCTbuMRaqUlg48eLMalXEs52Bpbtgw/viewform?usp=header,Ashish sir- Feedback Form,1,No,2026-01-20 05:36:41.112140,1.123256,Link
Chrome/Edge,11100,https://get-qr.com/NhFHXB,GET-QR Scan QR Code link,1,No,2026-01-20 05:36:33.245774,0,Link
Chrome/Edge,11101,https://www-indiatoday-in.cdn.ampproject.org/v/s/www.indiatoday.in/amp/science/story/india-weather-update-january-19-delhi-fog-snowfall-kashmir-north-india-cold-wave-imd-2853931-2026-01-18?amp_gsa=1&amp_js_v=a9&usqp=mq331AQGsAEggAID#amp_tf=From%20%251%24s&aoh=17688084841517&csi=0&referrer=https%3A%2F%2Fwww.google.com&ampshare=https%3A%2F%2Fwww.indiatoday.in%2Fscience%2Fstory%2Findia-weather-update-january-19-delhi-fog-snowfall-kashmir-north-india-cold-wave-imd-2853931-2026-01-18,"Winter chill set to intensify in North India on Monday, heavy rain likely soon - India Today",1,No,2026-01-20 05:21:00.573102,5.727957,Link
Chrome/Edge,11102,https://www-indiatoday-in.cdn.ampproject.org/v/s/www.indiatoday.in/amp/science/story/india-weather-update-january-19-delhi-fog-snowfall-kashmir-north-india-cold-wave-imd-2853931-2026-01-18?amp_gsa=1&amp_js_v=a9&usqp=mq331AQGsAEggAID#amp_tf=From%20%251%24s&aoh=17688084841517&csi=0&referrer=https%3A%2F%2Fwww.google.com,"Winter chill set to intensify in North India on Monday, heavy rain likely soon - India Today",1,No,2026-01-20 05:20:59.939629,0.638961,Link
Chrome/Edge,11103,https://www.facebook.com/story.php?story_fbid=33619110207702498&id=100000908501409,"🌟 Historic Day at GIET University,... - Kakita Murali Gopal | Facebook",3,No,2026-01-20 02:47:38.121538,0,Link
Chrome/Edge,11103,https://www.facebook.com/story.php?story_fbid=33619110207702498&id=100000908501409,"🌟 Historic Day at GIET University,... - Kakita Murali Gopal | Facebook",3,No,2026-01-20 02:47:38.114160,0.008969,Link
Chrome/Edge,11103,https://www.facebook.com/story.php?story_fbid=33619110207702498&id=100000908501409,"🌟 Historic Day at GIET University,... - Kakita Murali Gopal | Facebook",3,No,2026-01-20 02:47:37.752799,0.363229,Link
Chrome/Edge,8748,https://faq.whatsapp.com/3398056720476987/?locale=en_US&eea=0,"About ""Waiting for this message. This may take a while."" | WhatsApp Help Center",1,No,2026-01-20 02:47:36.791083,0,Link
Chrome/Edge,8747,https://faq.whatsapp.com/general/26000015?lg=en&lc=US&eea=0,"About ""Waiting for this message. This may take a while."" | WhatsApp Help Center",1,No,2026-01-20 02:47:36.791083,0,Link
Chrome/Edge,11104,https://www.facebook.com/share/18xhMwx5J6/,"🌟 Historic Day at GIET University,... - Kakita Murali Gopal | Facebook",1,No,2026-01-20 02:47:36.371784,1.387822,Link
Chrome/Edge,11069,https://chatgpt.com/c/696e4440-fd54-8322-88ad-100fece80984,ML Classification Algorithms,2,No,2026-01-19 19:02:00.249806,3612.200291,Link
Chrome/Edge,3,https://chatgpt.com/,ChatGPT,123,No,2026-01-19 19:01:52.557652,7.693939,Typed
Chrome/Edge,36,https://tryhackme.com/dashboard,TryHackMe | Dashboard,37,No,2026-01-19 18:52:43.486338,220.184579,Link
Chrome/Edge,10839,https://tryhackme.com/room/careersincyber,TryHackMe | Careers in Cyber,10,No,2026-01-19 18:52:15.250871,28.238038,Link
Chrome/Edge,36,https://tryhackme.com/dashboard,TryHackMe | Dashboard,37,No,2026-01-19 18:52:05.138760,10.114969,Link
Chrome/Edge,2,https://tryhackme.com/,TryHackMe | Cyber Security Training,38,No,2026-01-19 18:52:01.692445,3.449058,Link
Chrome/Edge,10886,https://docs.google.com/forms/d/e/1FAIpQLSc8mzC2wZAurU9dyOErE-ASMREJkcNCsX3tY5DoUYNLOMU7Pw/viewform,"CYBERSECURITY CLUB Junior's Recruitment, GIET University, Gunupur",5,No,2026-01-19 17:54:41.172515,0.790154,Link
Chrome/Edge,10888,https://docs.google.com/forms/d/e/1FAIpQLSc8mzC2wZAurU9dyOErE-ASMREJkcNCsX3tY5DoUYNLOMU7Pw/viewform?usp=send_form,"CYBERSECURITY CLUB Junior's Recruitment, GIET University, Gunupur",3,No,2026-01-19 17:54:39.468179,1.706805,Link
Chrome/Edge,10887,https://forms.gle/fgnXdWG3TohYUQDB9,"CYBERSECURITY CLUB Junior's Recruitment, GIET University, Gunupur",3,No,2026-01-19 17:54:39.468179,0,Link
Chrome/Edge,11070,https://www.google.com/url?q=https://forms.gle/fgnXdWG3TohYUQDB9&source=gmail&ust=1768931609560000&usg=AOvVaw2my8ZndXRD4gsoD0ifN5Xa,"CYBERSECURITY CLUB Junior's Recruitment, GIET University, Gunupur",1,No,2026-01-19 17:54:39.468179,0,Link
Chrome/Edge,1910,https://gietuerp.in/,Login,62,No,2026-01-19 17:41:40.667890,794.492011,Link
Chrome/Edge,805,https://www.pixelcut.ai/image-upscaler,Free AI Image Upscaler | Enhance Photo Quality to 4k & 16K,23,No,2026-01-19 16:12:27.689260,1.132094,Link
Chrome/Edge,804,https://www.pixelcut.ai/ai-image-editor?tool=upscale,AI Image Editor - Pixelcut,17,No,2026-01-19 16:12:14.676260,13.015884,Link
Chrome/Edge,805,https://www.pixelcut.ai/image-upscaler,Free AI Image Upscaler | Enhance Photo Quality to 4k & 16K,23,No,2026-01-19 16:12:02.891063,11.794826,Link
Chrome/Edge,7059,https://www.watermarkremover.io/,Watermark Remover - Remove Watermark from Images with AI,3,No,2026-01-19 16:11:51.519327,1.862614,Link
Chrome/Edge,7060,https://www.watermarkremover.io/upload,AI Image Watermark Remover – Free Online Eraser & Logo Cleaner,2,No,2026-01-19 16:11:20.644883,30.878522,Link
Chrome/Edge,7059,https://www.watermarkremover.io/,Watermark Remover - Remove Watermark from Images with AI,3,No,2026-01-19 16:11:13.015874,7.632247,Link
Chrome/Edge,11071,https://accounts.google.com/signin/oauth/id?authuser=1&part=AJi8hAO9nAbyy7rKIKlQ85ZP5HD2Nrz5gNqmJDeXqavpPvOSrv5V-bZVTeqf9maC00AWOodk086UNAR_gtmoX7jvkrE_VIDxvkYMogqPUnB9T7AfeR6tsCknyT8xeCRq28T07JQ5ERikOrwP9nOnfzaQsca0aXgp2CC-R2M3Z2nI_0-k0bQotXFDh5i1CzJIXxdoxSiL135bH0jJAkmaJ-zm1GtnAUmOBfMBI2XLyVgKRbFQrD5mg2NL6pGY2VxeXI36jBASzLj2TmmnSxs0FeqYnLhz0EYNzTbOS-QwXJXxmBxPl-g6RhatI6B8bbpXIMKiA9HksdoUiAjJTccCm02kPUG0qRJjd9Em6dQnkCBiWTV_PD3qTF7FvaxB5p20aQLvpUd6LueD7iADX63PdyOFg4L_76rMPWks74IbCkOcw8z2ZoWO9ZZZNJ1dC0Gy-F2kip5lZU_i9lfRKmMEASzwvrE4KB4QRapn290T3Wa76WeWretvvMKE8a5VGD7Lf-f6MohUlqVca1gJwuhuB_e9T0dBnWFzof6fam_1XaQJeRV9ou5BARRE2MyvhSzMj1wfDhflQNjydr6tPwlgoNukKZpjhloL5bCUxrYigxSkUmgPZXmwu9TezgcNxttHWLfVgLi0U2MW097L76beD9jZ8ZlsF8M6tB-QM5SAJfBjLg69jZFEOjd8IzrFMGVEpQOecpWNpJHe3z0og1VCO3vsboid7uB7havoZrrozBYbQnL4v5IVr7g9IR4rz7QNaIc2A7D1mxrcJZ0bziG5qt5oblfkvcm_MgzVBZ0IXtsYkbvoPA0HLCjyYCCkfsR9lpHfHaPMZlI5P_QcwNS2TGpnZyjVpc3hOA&flowName=GeneralOAuthFlow&as=S1343657091%3A1768839020358463&client_id=42935361826-hpjmh7m9acfji7h1crkql08d2u6parg2.apps.googleusercontent.com&rapt=AEjHL4N1CnZTYgwLEo9HpPExjsXjM2YJA8H88_1F_mu26DcbEYAK-jyW9-SdZyuSxI4Pxc6IyrUqIrJnKuJ9TCFBRvSCewtBWEnlMm3IGz5-dV462x0_nIQ&requestPath=%2Fsignin%2Foauth%2Fconsent#,Sign in - Google Accounts,3,No,2026-01-19 16:11:00.318702,1.82848,Link
Chrome/Edge,11072,https://accounts.shutterstock.com/users/new?next=%2Fsso%2Fgoogle%2Fconfirm%3Fnext%3D%252Foauth%252Fauthorize%253FtryButtonSignUp%253Dtrue%2526state%253D365a747815a4cc5aee45a90ee99a6043%2526redirect_uri%253Dhttps%25253A%25252F%25252Fwww.shutterstock.com%25252Fnext-oauth%25252Fcallback%25253Flanding_page%25253Dhttps%2525253A%2525252F%2525252Fwww.shutterstock.com%2525252Fimage-vector%2525252Fdelicate-frosty-background-subtle-variations-light-2576468281%2525253Fdd_referrer%2525253Dandroid-app%252525253A%252525252F%252525252Fcom.google.android.googlequicksearchbox%252525252F%252526realm%25253Dcustomer%2526scope%253Dlicenses.create%252520licenses.view%252520organization.view%252520purchases.view%252520purchases.create%252520user.edit%252520user.email%252520user.view%252520user.address%252520organization.address%252520collections.view%252520collections.edit%252520media.upload%252520media.submit%252520media.edit%2526site%253Dimage%2526view%253Dsignup%2526client_id%253Da0b76-a7f5e-fedec-bbebe-fa65b-85719&prefill_email=ssnchikun825%40gmail.com&sso_flow=true,Create an account | Image,2,No,2026-01-19 16:10:59.251062,1.072649,Link
Chrome/Edge,11075,https://www.shutterstock.com/image-vector/delicate-frosty-background-subtle-variations-light-2576468281?dd_referrer=android-app%3A%2F%2Fcom.google.android.googlequicksearchbox%2F,Delicate Frosty Background Subtle Variations Light Stock Vector (Royalty Free) 2576468281 | Shutterstock,4,No,2026-01-19 16:10:39.522385,19.734155,Link
Chrome/Edge,11074,https://www.shutterstock.com/next-oauth/callback?landing_page=https%3A%2F%2Fwww.shutterstock.com%2Fimage-vector%2Fdelicate-frosty-background-subtle-variations-light-2576468281%3Fdd_referrer%3Dandroid-app%253A%252F%252Fcom.google.android.googlequicksearchbox%252F&realm=customer&is_new_user=true&code=33968070b10d6c6d79daf4de739c7114&state=365a747815a4cc5aee45a90ee99a6043&mktEmailOptIn=true,Delicate Frosty Background Subtle Variations Light Stock Vector (Royalty Free) 2576468281 | Shutterstock,1,No,2026-01-19 16:10:39.522385,0,Link
Chrome/Edge,11073,https://accounts.shutterstock.com/oauth/authorize?tryButtonSignUp=true&state=365a747815a4cc5aee45a90ee99a6043&redirect_uri=https%3A%2F%2Fwww.shutterstock.com%2Fnext-oauth%2Fcallback%3Flanding_page%3Dhttps%253A%252F%252Fwww.shutterstock.com%252Fimage-vector%252Fdelicate-frosty-background-subtle-variations-light-2576468281%253Fdd_referrer%253Dandroid-app%25253A%25252F%25252Fcom.google.android.googlequicksearchbox%25252F%26realm%3Dcustomer&scope=licenses.create%20licenses.view%20organization.view%20purchases.view%20purchases.create%20user.edit%20user.email%20user.view%20user.address%20organization.address%20collections.view%20collections.edit%20media.upload%20media.submit%20media.edit&site=image&view=signup&client_id=a0b76-a7f5e-fedec-bbebe-fa65b-85719,Create an account | Image,3,No,2026-01-19 16:10:39.522385,0,Link
Chrome/Edge,11076,https://accounts.shutterstock.com/sso/google/confirm?next=%2Foauth%2Fauthorize%3FtryButtonSignUp%3Dtrue%26state%3D365a747815a4cc5aee45a90ee99a6043%26redirect_uri%3Dhttps%253A%252F%252Fwww.shutterstock.com%252Fnext-oauth%252Fcallback%253Flanding_page%253Dhttps%25253A%25252F%25252Fwww.shutterstock.com%25252Fimage-vector%25252Fdelicate-frosty-background-subtle-variations-light-2576468281%25253Fdd_referrer%25253Dandroid-app%2525253A%2525252F%2525252Fcom.google.android.googlequicksearchbox%2525252F%2526realm%253Dcustomer%26scope%3Dlicenses.create%2520licenses.view%2520organization.view%2520purchases.view%2520purchases.create%2520user.edit%2520user.email%2520user.view%2520user.address%2520organization.address%2520collections.view%2520collections.edit%2520media.upload%2520media.submit%2520media.edit%26site%3Dimage%26view%3Dsignup%26client_id%3Da0b76-a7f5e-fedec-bbebe-fa65b-85719,Delicate Frosty Background Subtle Variations Light Stock Vector (Royalty Free) 2576468281 | Shutterstock,1,No,2026-01-19 16:10:35.993294,3.534563,Link
Chrome/Edge,11072,https://accounts.shutterstock.com/users/new?next=%2Fsso%2Fgoogle%2Fconfirm%3Fnext%3D%252Foauth%252Fauthorize%253FtryButtonSignUp%253Dtrue%2526state%253D365a747815a4cc5aee45a90ee99a6043%2526redirect_uri%253Dhttps%25253A%25252F%25252Fwww.shutterstock.com%25252Fnext-oauth%25252Fcallback%25253Flanding_page%25253Dhttps%2525253A%2525252F%2525252Fwww.shutterstock.com%2525252Fimage-vector%2525252Fdelicate-frosty-background-subtle-variations-light-2576468281%2525253Fdd_referrer%2525253Dandroid-app%252525253A%252525252F%252525252Fcom.google.android.googlequicksearchbox%252525252F%252526realm%25253Dcustomer%2526scope%253Dlicenses.create%252520licenses.view%252520organization.view%252520purchases.view%252520purchases.create%252520user.edit%252520user.email%252520user.view%252520user.address%252520organization.address%252520collections.view%252520collections.edit%252520media.upload%252520media.submit%252520media.edit%2526site%253Dimage%2526view%253Dsignup%2526client_id%253Da0b76-a7f5e-fedec-bbebe-fa65b-85719&prefill_email=ssnchikun825%40gmail.com&sso_flow=true,Create an account | Image,2,No,2026-01-19 16:10:29.649603,6.351331,Link
Chrome/Edge,11078,https://accounts.shutterstock.com/sso/google/callback?state=z3IvghGiL31I7CQHf8yzV98I&code=4%2F0ASc3gC3uGOXuyOflKuIJDkdeY1w5Xb0wx7XR93cuSiOGPbLMq2MH4ZJP5V90Ha0JO3IowA&scope=email+profile+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.profile+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.email+openid&authuser=1&prompt=consent,Create an account | Image,1,No,2026-01-19 16:10:29.649603,0,Link
